,Suburb,Address,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname
321,Altona North,2/36 May St,3,h,675000.0,11.1,3025,2,2,171,Hobsons Bay City Council,-37.8337,144.8554,Western Metropolitan
322,Altona North,11 Beevers St,3,h,708000.0,11.1,3025,1,2,585,Hobsons Bay City Council,-37.8258,144.8523,Western Metropolitan
325,Altona North,10 Murphy St,4,h,965000.0,11.1,3025,1,4,851,Hobsons Bay City Council,-37.8345,144.8444,Western Metropolitan
334,Altona North,16 Beevers St,3,h,680000.0,11.1,3025,1,3,551,Hobsons Bay City Council,-37.8254,144.8514,Western Metropolitan
337,Altona North,21 Neal Ct,3,h,770000.0,11.1,3025,1,3,602,Hobsons Bay City Council,-37.8327,144.8451,Western Metropolitan
338,Altona North,31 Duosa Rd,3,h,923000.0,11.1,3025,1,2,740,Hobsons Bay City Council,-37.8269,144.8455,Western Metropolitan
339,Altona North,252 Millers Rd,4,h,693000.0,11.1,3025,2,4,315,Hobsons Bay City Council,-37.8391,144.8467,Western Metropolitan
340,Altona North,1/156 Chambers Rd,3,h,620000.0,11.1,3025,2,2,276,Hobsons Bay City Council,-37.8262,144.8443,Western Metropolitan
342,Altona North,2 Gadsden St,3,h,728500.0,11.1,3025,1,1,531,Hobsons Bay City Council,-37.8277,144.8385,Western Metropolitan
343,Altona North,24 Hansen St,3,h,931000.0,11.1,3025,2,1,590,Hobsons Bay City Council,-37.8382,144.8649,Western Metropolitan
344,Altona North,4 Prismall St,3,h,988000.0,11.1,3025,1,4,715,Hobsons Bay City Council,-37.8423,144.8632,Western Metropolitan
346,Altona North,122 McIntosh Rd,3,h,590000.0,11.1,3025,1,2,561,Hobsons Bay City Council,-37.8444,144.8491,Western Metropolitan
347,Altona North,35 May St,2,h,610000.0,11.1,3025,1,2,691,Hobsons Bay City Council,-37.834,144.8553,Western Metropolitan
349,Altona North,6 Hill St,3,h,815000.0,11.1,3025,2,3,555,Hobsons Bay City Council,-37.8318,144.8388,Western Metropolitan
350,Altona North,84 May St,4,h,970000.0,11.1,3025,1,2,708,Hobsons Bay City Council,-37.833,144.8494,Western Metropolitan
353,Altona North,155 Chambers Rd,4,h,760000.0,11.1,3025,1,3,668,Hobsons Bay City Council,-37.8262,144.8439,Western Metropolitan
355,Altona North,268d Mason St,4,t,847500.0,11.1,3025,3,1,252,Hobsons Bay City Council,-37.8393,144.8568,Western Metropolitan
356,Altona North,5 Cresser St,4,h,1200000.0,11.1,3025,1,4,633,Hobsons Bay City Council,-37.8375,144.8541,Western Metropolitan
359,Altona North,107 McIntosh Rd,3,h,700000.0,11.1,3025,1,1,557,Hobsons Bay City Council,-37.8441,144.8505,Western Metropolitan
360,Altona North,10 Knapp St,3,h,625000.0,11.1,3025,1,1,536,Hobsons Bay City Council,-37.8285,144.8351,Western Metropolitan
361,Altona North,4/221 Blackshaws Rd,2,u,292000.0,11.1,3025,1,1,153,Hobsons Bay City Council,-37.8332,144.8649,Western Metropolitan
365,Armadale,8/19 Mercer Rd,2,u,599000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan
366,Armadale,1/42 Adelaide St,2,u,550000.0,6.3,3143,1,0,861,Stonnington City Council,-37.8539,145.0284,Southern Metropolitan
367,Armadale,14/71 Denbigh Rd,3,u,995000.0,6.3,3143,2,2,0,Stonnington City Council,-37.8552,145.016,Southern Metropolitan
368,Armadale,4/769 High St,3,t,1205000.0,6.3,3143,2,2,101,Stonnington City Council,-37.854,145.0135,Southern Metropolitan
371,Armadale,7 Llaneast St,3,h,1939000.0,6.3,3143,2,2,296,Stonnington City Council,-37.8614,145.0274,Southern Metropolitan
372,Armadale,9/55 Northcote Rd,1,u,421500.0,6.3,3143,1,0,0,Stonnington City Council,-37.853,145.0167,Southern Metropolitan
375,Armadale,28 Cambridge St,3,h,1870000.0,6.3,3143,1,1,217,Stonnington City Council,-37.8592,145.0182,Southern Metropolitan
377,Armadale,3/16 Fulton St,2,u,678000.0,6.3,3143,1,2,0,Stonnington City Council,-37.8538,145.0127,Southern Metropolitan
380,Armadale,3/20 Mercer Rd,3,t,1918000.0,6.3,3143,2,2,0,Stonnington City Council,-37.8537,145.0267,Southern Metropolitan
382,Armadale,1/77 Wattletree Rd,2,u,660000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8619,145.0257,Southern Metropolitan
383,Armadale,12 Willis St,3,h,2050000.0,6.3,3143,2,1,205,Stonnington City Council,-37.8574,145.0281,Southern Metropolitan
386,Armadale,8/71 Denbigh Rd,2,u,700000.0,6.3,3143,1,2,0,Stonnington City Council,-37.8552,145.016,Southern Metropolitan
387,Armadale,11/17 Myamyn St,2,u,3625000.0,6.3,3143,2,2,0,Stonnington City Council,-37.8555,145.0291,Southern Metropolitan
388,Armadale,526 Orrong Rd,4,h,3000000.0,6.3,3143,2,2,1581,Stonnington City Council,-37.858,145.0111,Southern Metropolitan
390,Armadale,553 Dandenong Rd,5,h,1525000.0,6.3,3143,2,2,693,Stonnington City Council,-37.8638,145.0229,Southern Metropolitan
392,Armadale,9/19 Mercer Rd,3,u,735000.0,6.3,3143,2,1,2113,Stonnington City Council,-37.8543,145.0262,Southern Metropolitan
393,Armadale,6/26 Mercer Rd,2,u,825000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8528,145.0268,Southern Metropolitan
394,Armadale,538a Orrong Rd,3,t,1586000.0,6.3,3143,2,2,246,Stonnington City Council,-37.8566,145.0116,Southern Metropolitan
399,Armadale,18/41 Kooyong Rd,2,u,645000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8596,145.0198,Southern Metropolitan
400,Armadale,10 William St,1,h,1435000.0,6.3,3143,2,1,144,Stonnington City Council,-37.8564,145.0228,Southern Metropolitan
402,Armadale,15/405 Dandenong Rd,1,u,280000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8619,145.0185,Southern Metropolitan
403,Armadale,1/2 Armadale St,1,u,400000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8605,145.0185,Southern Metropolitan
405,Armadale,4/20 Mercer Rd,2,h,1780000.0,6.3,3143,2,2,0,Stonnington City Council,-37.8537,145.0267,Southern Metropolitan
407,Armadale,8/58 Sutherland Rd,2,u,592500.0,6.3,3143,1,1,0,Stonnington City Council,-37.8574,145.0174,Southern Metropolitan
409,Armadale,40 New St,2,h,1210000.0,6.3,3143,1,0,249,Stonnington City Council,-37.8543,145.016,Southern Metropolitan
410,Armadale,35 Northcote Rd,4,h,2801000.0,6.3,3143,2,2,624,Stonnington City Council,-37.8536,145.0173,Southern Metropolitan
414,Armadale,7/53 Wattletree Rd,1,u,390000.0,6.3,3143,1,0,881,Stonnington City Council,-37.8614,145.0222,Southern Metropolitan
416,Armadale,791 High St,3,h,1800000.0,6.3,3143,2,2,405,Stonnington City Council,-37.8545,145.0145,Southern Metropolitan
418,Armadale,25 Llaneast St,4,h,2200000.0,6.3,3143,1,2,495,Stonnington City Council,-37.8613,145.0264,Southern Metropolitan
420,Armadale,8/569 Orrong Rd,1,u,324000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8537,145.0114,Southern Metropolitan
426,Armadale,367 Dandenong Rd,6,h,5525000.0,6.3,3143,3,4,1491,Stonnington City Council,-37.8602,145.013,Southern Metropolitan
428,Armadale,34a Rose St,2,h,1125000.0,6.3,3143,1,2,169,Stonnington City Council,-37.851,145.0161,Southern Metropolitan
429,Armadale,42 Rose St,3,h,2250000.0,6.3,3143,3,1,301,Stonnington City Council,-37.8511,145.0167,Southern Metropolitan
430,Armadale,12 Auburn Gr,3,h,2360000.0,6.3,3143,2,0,336,Stonnington City Council,-37.8558,145.015,Southern Metropolitan
431,Armadale,31 Hume St,2,h,1900000.0,6.3,3143,2,0,207,Stonnington City Council,-37.8571,145.0224,Southern Metropolitan
432,Armadale,10/581 Orrong Rd,1,u,440000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8531,145.0115,Southern Metropolitan
435,Armadale,7/579 Dandenong Rd,2,u,490000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8646,145.0247,Southern Metropolitan
437,Armadale,19 Glassford St,3,h,2365000.0,6.3,3143,2,1,316,Stonnington City Council,-37.8521,145.019,Southern Metropolitan
438,Armadale,14 New St,3,h,1300000.0,6.3,3143,1,2,212,Stonnington City Council,-37.8542,145.0149,Southern Metropolitan
440,Armadale,7/501 Orrong Rd,3,u,732000.0,6.3,3143,2,2,0,Stonnington City Council,-37.8597,145.0104,Southern Metropolitan
441,Armadale,6/51 Armadale St,2,u,704000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan
444,Armadale,12/41 Kooyong Rd,2,u,620000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8596,145.0198,Southern Metropolitan
445,Armadale,63 Denbigh Rd,3,h,1900000.0,6.3,3143,1,2,328,Stonnington City Council,-37.8559,145.0158,Southern Metropolitan
449,Armadale,13/56 Sutherland Rd,1,u,315000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8575,145.0174,Southern Metropolitan
452,Armadale,7/22 Derby St,1,u,450000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8509,145.0203,Southern Metropolitan
453,Armadale,10/51 Armadale St,2,u,710000.0,6.3,3143,1,1,2471,Stonnington City Council,-37.8573,145.0186,Southern Metropolitan
454,Armadale,2/377 Dandenong Rd,2,u,872000.0,6.3,3143,1,1,1194,Stonnington City Council,-37.8604,145.0147,Southern Metropolitan
455,Armadale,1/14 Denbigh Rd,2,u,598000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8593,145.0156,Southern Metropolitan
457,Armadale,75 Sutherland Rd,3,h,1285000.0,6.3,3143,1,2,186,Stonnington City Council,-37.8554,145.0173,Southern Metropolitan
458,Armadale,61 Union St,4,h,3660000.0,6.3,3143,3,2,421,Stonnington City Council,-37.8593,145.0275,Southern Metropolitan
461,Armadale,1/403 Dandenong Rd,2,u,520000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8618,145.0183,Southern Metropolitan
465,Armadale,44 Denbigh Rd,4,h,3625000.0,6.3,3143,1,2,709,Stonnington City Council,-37.8574,145.016,Southern Metropolitan
466,Armadale,44 Hampden Rd,4,h,4200000.0,6.3,3143,3,3,563,Stonnington City Council,-37.8582,145.0138,Southern Metropolitan
467,Armadale,3/769 High St,3,t,1101000.0,6.3,3143,1,2,103,Stonnington City Council,-37.8542,145.0135,Southern Metropolitan
468,Armadale,4 Mercer Rd,3,h,3512500.0,6.3,3143,2,2,617,Stonnington City Council,-37.8557,145.0264,Southern Metropolitan
471,Armadale,17 Kooyong Rd,4,h,2000000.0,6.3,3143,3,4,544,Stonnington City Council,-37.8611,145.0195,Southern Metropolitan
473,Armadale,1/31 Mercer Rd,3,u,869000.0,6.3,3143,1,1,0,Stonnington City Council,-37.853,145.0264,Southern Metropolitan
478,Armadale,16 Llaneast St,5,h,2810000.0,6.3,3143,2,2,617,Stonnington City Council,-37.8611,145.0271,Southern Metropolitan
479,Armadale,2/532 Orrong Rd,2,u,565000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8573,145.0112,Southern Metropolitan
480,Armadale,5/555 Orrong Rd,1,u,567000.0,6.3,3143,1,1,0,Stonnington City Council,-37.8549,145.0113,Southern Metropolitan
481,Armadale,3/50 Denbigh Rd,2,u,546000.0,6.3,3143,0,0,0,Stonnington City Council,-37.8568,145.0161,Southern Metropolitan
483,Armadale,7/844 Malvern Rd,2,u,471500.0,6.3,3143,1,1,0,Stonnington City Council,-37.8503,145.0185,Southern Metropolitan
485,Ascot Vale,2/43 Roxburgh St,2,u,455000.0,5.9,3032,1,2,0,Moonee Valley City Council,-37.7756,144.9165,Western Metropolitan
486,Ascot Vale,30 Rothwell St,3,h,940000.0,5.9,3032,1,2,298,Moonee Valley City Council,-37.7777,144.9195,Western Metropolitan
487,Ascot Vale,9/5 Rothwell St,2,u,467000.0,5.9,3032,1,1,0,Moonee Valley City Council,-37.7761,144.9201,Western Metropolitan
490,Ascot Vale,7 Francis St,3,h,1380000.0,5.9,3032,2,2,277,Moonee Valley City Council,-37.7777,144.9221,Western Metropolitan
491,Ascot Vale,2/21 Harold St,2,u,490000.0,5.9,3032,1,1,423,Moonee Valley City Council,-37.7736,144.9015,Western Metropolitan
492,Ascot Vale,44 The Parade,4,h,1850000.0,5.9,3032,3,1,478,Moonee Valley City Council,-37.7729,144.9179,Western Metropolitan
493,Ascot Vale,97 Walter St,3,h,1284000.0,5.9,3032,1,2,623,Moonee Valley City Council,-37.7758,144.9089,Western Metropolitan
494,Ascot Vale,98 Epsom Rd,3,h,971000.0,5.9,3032,2,2,285,Moonee Valley City Council,-37.775,144.9091,Western Metropolitan
495,Ascot Vale,8 Geddes St,2,h,710000.0,5.9,3032,1,1,214,Moonee Valley City Council,-37.7776,144.9142,Western Metropolitan
496,Ascot Vale,75 Maribyrnong Rd,6,h,2425000.0,5.9,3032,3,2,1014,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan
497,Ascot Vale,119 Roseberry St,2,h,750000.0,5.9,3032,1,1,226,Moonee Valley City Council,-37.7745,144.9093,Western Metropolitan
499,Ascot Vale,10 Fenton St,2,h,1053000.0,5.9,3032,1,1,269,Moonee Valley City Council,-37.7748,144.929,Western Metropolitan
500,Ascot Vale,10 McCully St,3,h,1377000.0,5.9,3032,1,1,417,Moonee Valley City Council,-37.7756,144.9208,Western Metropolitan
501,Ascot Vale,120 Epsom Rd,3,h,970000.0,5.9,3032,1,2,350,Moonee Valley City Council,-37.7759,144.91,Western Metropolitan
502,Ascot Vale,47 Hurtle St,2,h,940000.0,5.9,3032,1,1,330,Moonee Valley City Council,-37.773,144.9049,Western Metropolitan
503,Ascot Vale,63 Kent St,2,h,751000.0,5.9,3032,1,1,118,Moonee Valley City Council,-37.7807,144.9288,Western Metropolitan
504,Ascot Vale,4 The Parade,2,h,950000.0,5.9,3032,1,1,173,Moonee Valley City Council,-37.7731,144.9206,Western Metropolitan
506,Ascot Vale,1/17 Epsom Rd,2,u,685000.0,5.9,3032,1,2,228,Moonee Valley City Council,-37.7718,144.9066,Western Metropolitan
508,Ascot Vale,41 Monash St,3,h,1230000.0,5.9,3032,1,2,594,Moonee Valley City Council,-37.7819,144.9064,Western Metropolitan
509,Ascot Vale,2/78 Ormond Rd,2,h,636500.0,5.9,3032,1,1,0,Moonee Valley City Council,-37.7738,144.9345,Western Metropolitan
510,Ascot Vale,83 Roseberry St,3,h,910000.0,5.9,3032,1,0,317,Moonee Valley City Council,-37.7746,144.9112,Western Metropolitan
512,Ascot Vale,51 Francis St,2,h,770000.0,5.9,3032,1,1,226,Moonee Valley City Council,-37.7774,144.9186,Western Metropolitan
514,Ascot Vale,33 Dalgety Dr,3,h,960000.0,5.9,3032,2,2,229,Moonee Valley City Council,-37.7778,144.9065,Western Metropolitan
515,Ascot Vale,12 Mirams St,4,h,890000.0,5.9,3032,1,1,300,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan
516,Ascot Vale,2 The Parade,2,h,965000.0,5.9,3032,1,1,170,Moonee Valley City Council,-37.7732,144.9206,Western Metropolitan
519,Ascot Vale,78 The Parade,3,h,1440000.0,5.9,3032,1,1,487,Moonee Valley City Council,-37.7725,144.9146,Western Metropolitan
520,Ascot Vale,11 Ascot St,2,h,955000.0,5.9,3032,1,0,255,Moonee Valley City Council,-37.7825,144.9208,Western Metropolitan
521,Ascot Vale,24/54 Epsom Rd,2,u,450000.0,5.9,3032,1,1,0,Moonee Valley City Council,-37.7731,144.9074,Western Metropolitan
522,Ascot Vale,2 Farncomb St,3,h,801000.0,5.9,3032,1,2,431,Moonee Valley City Council,-37.781,144.9207,Western Metropolitan
525,Ascot Vale,26 Newsom St,3,h,1000000.0,5.9,3032,2,2,440,Moonee Valley City Council,-37.7746,144.9031,Western Metropolitan
526,Ascot Vale,8 Pentland St,3,h,1435000.0,5.9,3032,2,2,532,Moonee Valley City Council,-37.7737,144.904,Western Metropolitan
527,Ascot Vale,8/129 The Parade,1,u,390000.0,5.9,3032,1,1,0,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan
528,Ascot Vale,52 Monash St,3,h,1425000.0,5.9,3032,2,2,495,Moonee Valley City Council,-37.7821,144.9055,Western Metropolitan
530,Ascot Vale,58 Fenton St,4,h,1340000.0,5.9,3032,2,2,683,Moonee Valley City Council,-37.775,144.932,Western Metropolitan
531,Ascot Vale,70 Munro St,3,h,955000.0,5.9,3032,1,1,263,Moonee Valley City Council,-37.7753,144.9116,Western Metropolitan
533,Ascot Vale,125 Epsom Rd,4,h,1100000.0,5.9,3032,2,5,559,Moonee Valley City Council,-37.7791,144.9136,Western Metropolitan
534,Ascot Vale,33 Hockey La,3,h,1255000.0,5.9,3032,2,2,308,Moonee Valley City Council,-37.7759,144.9338,Western Metropolitan
536,Ascot Vale,3/28 Ormond Rd,2,u,432000.0,5.9,3032,1,1,0,Moonee Valley City Council,-37.773,144.9303,Western Metropolitan
537,Ascot Vale,7 Angler Pde,4,h,1640000.0,5.9,3032,3,2,562,Moonee Valley City Council,-37.782,144.903,Western Metropolitan
538,Ascot Vale,26 Ayr St,6,h,1430000.0,5.9,3032,2,1,461,Moonee Valley City Council,-37.78,144.9295,Western Metropolitan
539,Ascot Vale,2/127 Epsom Rd,2,u,610000.0,5.9,3032,1,1,301,Moonee Valley City Council,-37.7791,144.914,Western Metropolitan
540,Ascot Vale,57 The Parade,3,h,940000.0,5.9,3032,3,1,491,Moonee Valley City Council,-37.7727,144.9136,Western Metropolitan
541,Ascot Vale,62 Mirams St,3,h,890000.0,5.9,3032,1,1,242,Moonee Valley City Council,-37.7765,144.9114,Western Metropolitan
543,Ascot Vale,67 Hurtle St,3,h,1180000.0,5.9,3032,2,2,617,Moonee Valley City Council,-37.7742,144.906,Western Metropolitan
544,Ascot Vale,95 Walter St,4,h,1480000.0,5.9,3032,2,2,597,Moonee Valley City Council,-37.7757,144.9088,Western Metropolitan
545,Ascot Vale,15 Bayview Tce,2,h,1150000.0,5.9,3032,1,1,387,Moonee Valley City Council,-37.7734,144.9191,Western Metropolitan
546,Ascot Vale,57 Monash St,3,h,1350000.0,5.9,3032,1,3,575,Moonee Valley City Council,-37.7828,144.9049,Western Metropolitan
547,Ascot Vale,54 South St,5,h,1905000.0,5.9,3032,2,2,521,Moonee Valley City Council,-37.7778,144.9261,Western Metropolitan
548,Ascot Vale,3/8 Walter St,2,t,865000.0,5.9,3032,2,1,146,Moonee Valley City Council,-37.7713,144.9038,Western Metropolitan
549,Ascot Vale,2/225 Maribyrnong Rd,2,t,705000.0,5.9,3032,2,1,113,Moonee Valley City Council,-37.7712,144.9088,Western Metropolitan
550,Ascot Vale,12/9 Milton St,2,u,442000.0,5.9,3032,1,1,0,Moonee Valley City Council,-37.7733,144.9219,Western Metropolitan
551,Ascot Vale,107/8 Burrowes St,2,u,540000.0,5.9,3032,2,1,0,Moonee Valley City Council,-37.7786,144.9141,Western Metropolitan
552,Ascot Vale,21A Geddes St,3,h,1037500.0,5.9,3032,1,2,506,Moonee Valley City Council,-37.7779,144.9133,Western Metropolitan
553,Ascot Vale,1/20 Newsom St,3,t,1050000.0,5.9,3032,2,2,318,Moonee Valley City Council,-37.7744,144.9035,Western Metropolitan
555,Ascot Vale,4/27 Roseberry St,2,u,440000.0,5.9,3032,1,1,0,Moonee Valley City Council,-37.7749,144.9137,Western Metropolitan
556,Ascot Vale,126 The Parade,2,h,1010000.0,5.9,3032,1,1,325,Moonee Valley City Council,-37.7722,144.9117,Western Metropolitan
557,Ascot Vale,43 Bloomfield Rd,4,h,1430000.0,5.9,3032,2,0,418,Moonee Valley City Council,-37.7766,144.9187,Western Metropolitan
558,Ascot Vale,6/17 Geddes St,2,u,570000.0,5.9,3032,1,1,0,Moonee Valley City Council,-37.7779,144.9137,Western Metropolitan
559,Ascot Vale,1/60 The Parade,2,u,690000.0,5.9,3032,1,1,0,Moonee Valley City Council,-37.7728,144.9169,Western Metropolitan
562,Ascot Vale,45 Bloomfield Rd,3,h,1291000.0,5.9,3032,1,2,414,Moonee Valley City Council,-37.7766,144.9185,Western Metropolitan
564,Ascot Vale,21 Middle St,3,h,1130000.0,5.9,3032,2,1,272,Moonee Valley City Council,-37.7774,144.928,Western Metropolitan
565,Ascot Vale,78 Francis St,3,h,1135000.0,5.9,3032,1,1,296,Moonee Valley City Council,-37.777,144.9176,Western Metropolitan
566,Ascot Vale,25 Geddes St,4,h,950000.0,5.9,3032,2,1,298,Moonee Valley City Council,-37.7778,144.9131,Western Metropolitan
567,Ascot Vale,106/246 Union Rd,3,u,790000.0,5.9,3032,2,1,0,Moonee Valley City Council,-37.7722,144.9163,Western Metropolitan
569,Ascot Vale,18/54 Epsom Rd,2,u,390000.0,5.9,3032,1,1,1957,Moonee Valley City Council,-37.7731,144.9074,Western Metropolitan
570,Ascot Vale,15 Mirams St,4,h,1345000.0,5.9,3032,1,1,552,Moonee Valley City Council,-37.7769,144.9138,Western Metropolitan
572,Ascot Vale,44 Walter St,3,h,1381500.0,5.9,3032,2,2,416,Moonee Valley City Council,-37.7727,144.9055,Western Metropolitan
573,Ascot Vale,25 Dalgety Dr,3,h,940000.0,5.9,3032,2,2,285,Moonee Valley City Council,-37.7778,144.9061,Western Metropolitan
574,Ascot Vale,7 Dalgety Dr,3,h,995000.0,5.9,3032,2,1,314,Moonee Valley City Council,-37.7778,144.9042,Western Metropolitan
575,Ascot Vale,37 Epsom Rd,3,h,1050000.0,5.9,3032,1,3,536,Moonee Valley City Council,-37.7728,144.9076,Western Metropolitan
576,Ascot Vale,6 Waller Ct,3,h,786000.0,5.9,3032,2,1,576,Moonee Valley City Council,-37.7816,144.9217,Western Metropolitan
577,Ascot Vale,17 Ascot St,2,h,705000.0,5.9,3032,1,3,252,Moonee Valley City Council,-37.7825,144.9206,Western Metropolitan
579,Ascot Vale,73 Kent St,2,h,760000.0,5.9,3032,1,1,124,Moonee Valley City Council,-37.7807,144.9285,Western Metropolitan
580,Ascot Vale,9/129 The Parade,3,u,487500.0,5.9,3032,1,3,0,Moonee Valley City Council,-37.7723,144.9094,Western Metropolitan
582,Ascot Vale,1 East St,3,t,1000000.0,5.9,3032,2,2,200,Moonee Valley City Council,-37.7766,144.9277,Western Metropolitan
583,Ascot Vale,32 Geddes St,4,h,1110000.0,5.9,3032,2,1,349,Moonee Valley City Council,-37.7775,144.913,Western Metropolitan
584,Ascot Vale,30 Mirams St,4,h,1300000.0,5.9,3032,1,4,664,Moonee Valley City Council,-37.7765,144.9132,Western Metropolitan
585,Ascot Vale,43 Mirams St,3,h,1060000.0,5.9,3032,1,1,555,Moonee Valley City Council,-37.7767,144.9125,Western Metropolitan
586,Ascot Vale,45 Mirams St,3,h,1410000.0,5.9,3032,2,2,459,Moonee Valley City Council,-37.7767,144.9124,Western Metropolitan
587,Ascot Vale,1 Bloomfield Rd,3,h,1305000.0,5.9,3032,1,1,278,Moonee Valley City Council,-37.7768,144.9223,Western Metropolitan
588,Ascot Vale,26 Milton St,3,h,932500.0,5.9,3032,2,1,254,Moonee Valley City Council,-37.7738,144.9215,Western Metropolitan
